Document,Phrase,CardVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
Implications for REDUCE IT in clinical practice.,synthesized,0.2057221,isolated,0.4628622,isomerism,0.36482388
Implications for REDUCE IT in clinical practice.,statins,0.4116977,cholesterol,0.593088,cholesterol,0.593088
Implications for REDUCE IT in clinical practice.,shown,0.20708838,of,0.5506151,l-transposition,0.3662261
Implications for REDUCE IT in clinical practice.,recently,0.3336877,as,0.5378315,cad,0.34116387
Implications for REDUCE IT in clinical practice.,primary,0.31168944,of,0.5182241,congenital,0.3974473
Implications for REDUCE IT in clinical practice.,ezetimibe,0.2529185,cholesterol,0.6072894,cholesterol,0.6072894
Implications for REDUCE IT in clinical practice.,effective,0.20873946,as,0.5165305,contractions,0.33001167
Implications for REDUCE IT in clinical practice.,discussed,0.42584902,as,0.54987454,cardiology,0.42584902
Implications for REDUCE IT in clinical practice.,data,0.31118363,of,0.5086956,mi,0.36251363
Implications for REDUCE IT in clinical practice.,context,0.3526281,of,0.54966336,congenital-heart-disease,0.38638416
Implications for REDUCE IT in clinical practice.,atherogenesis,0.35990554,coronary-thrombosis,0.59492457,coronary-thrombosis,0.59492457
Implications for REDUCE IT in clinical practice.,addition,0.30796275,of,0.6910241,l-transposition,0.4120413
Implications for REDUCE IT in clinical practice.,add,0.38621712,of,0.5041022,cardiology,0.38621712
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,preserved,0.24191171,with,0.53828907,deposits,0.44760028
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,left,0.3872844,left,1.0,left-atrial,0.6573896
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,ventricular,0.49640656,ventricular,1.0,ventricular,1.0
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,systolic,0.48098868,ventricular,0.6719714,ventricular,0.6719714
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,function,0.2605439,of,0.55099833,flow,0.43324804
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,left-ventricular,0.47815377,ventricular,0.9088085,ventricular,0.9088085
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,ventricular-systolic,0.498983,ventricular,0.8902809,ventricular,0.8902809
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,systolic-function,0.44505498,ventricular,0.5727781,ventricular,0.5727781
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,propensity,0.18347614,heart-attack,0.45199558,heart-attack,0.45199558
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,score,0.286516,total,0.3966952,stenosis,0.38543224
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,matching,0.2777636,single,0.48957807,heartbeat,0.42221725
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,analysis,0.23442824,of,0.53198564,flow,0.34824157
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,propensity-score,0.29849678,coronary-artery-disease,0.4735538,coronary-artery-disease,0.4735538
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,score-matching,0.31847477,congestive-heart-failure,0.4926387,congestive-heart-failure,0.4926387
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,propensity-score-matching,0.29357332,congestive-heart-failure,0.4634212,congestive-heart-failure,0.4634212
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,major,0.26991645,of,0.5153694,cardiac,0.3628927
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,clinical,0.40667677,of,0.48020738,cardiology,0.40667677
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,end,0.28669232,interrupted,0.5072032,heart-failure,0.3686505
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,point,0.29296726,of,0.5126515,anomaly,0.38572568
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,end-point,0.24608193,failure,0.44530657,heart-failure,0.4336535
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,clinical-end-point,0.36384842,venous-return,0.4847657,venous-return,0.4847657
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,segment,0.20645988,interrupted,0.4524773,artery,0.44207752
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,elevation,0.325918,infarction,0.53138053,infarction,0.53138053
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,myocardial,0.5198858,myocardial,1.0,myocardial,1.0
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,infarction,0.51348525,infarction,1.0,infarction,1.0
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,segment-elevation,0.4706582,infarction,0.69548696,infarction,0.69548696
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,elevation-myocardial,0.53387344,myocardial-infarction,0.85221326,myocardial-infarction,0.85221326
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,myocardial-infarction,0.5045562,myocardial-infarction,1.0,myocardial-infarction,1.0
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,segment-elevation-myocardial,0.5359957,myocardial-infarction,0.83597916,myocardial-infarction,0.83597916
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,major,0.26991645,of,0.5153694,cardiac,0.3628927
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,adverse,0.3283087,failure,0.4862746,congestive-heart-failure,0.43527484
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,cardiac,0.66620034,cardiac,1.0,cardiac,1.0
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,events,0.3918235,of,0.4981169,mi,0.49371853
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,major-adverse,0.25712878,congenital-heart-disease,0.4734496,congenital-heart-disease,0.4734496
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,vs,0.34496382,mi,0.4353134,mi,0.4353134
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,arbs,0.36555648,heart-failure,0.5029925,heart-failure,0.5029925
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,group,0.2849201,with,0.5052614,mi,0.411738
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,recurrent,0.2713791,insufficiency,0.52224016,thrombosis,0.51575255
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,myocardial,0.5198858,myocardial,1.0,myocardial,1.0
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,infarction,0.51348525,infarction,1.0,infarction,1.0
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,myocardial-infarction,0.5045562,myocardial-infarction,1.0,myocardial-infarction,1.0
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,term,0.2891546,premature,0.48331085,anomaly,0.40103653
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,clinical,0.40667677,of,0.48020738,cardiology,0.40667677
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,outcomes,0.32847267,single-ventricle,0.47642118,single-ventricle,0.47642118
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,clinical-outcomes,0.39127702,congenital-heart-disease,0.5111041,congenital-heart-disease,0.5111041
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,new,0.35708106,of,0.526482,congestive-heart-failure,0.3801417
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,generation,0.25683564,of,0.5394852,contractions,0.39260584
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,drug,0.26470318,of,0.44600964,congestive-heart-failure,0.37473047
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,new-generation,0.27306217,with,0.42088667,thrombosis,0.34814712
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,converting,0.35060608,of,0.48566324,atrial,0.43797946
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,enzyme,0.2546285,of,0.4396425,cholesterol,0.39044598
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,inhibitors,0.26573044,as,0.38850647,congestive,0.32614616
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,converting-enzyme,0.37506402,congestive,0.4974824,congestive,0.4974824
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,enzyme-inhibitors,0.27471942,congestive-heart-failure,0.38239455,congestive-heart-failure,0.38239455
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,converting-enzyme-inhibitors,0.33161855,congestive-heart-failure,0.4766807,congestive-heart-failure,0.4766807
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,target,0.23866604,of,0.4775706,blood,0.34112448
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,vessel,0.2842016,arteries,0.73786265,arteries,0.73786265
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,revascularization,0.47636238,coronary-artery,0.70679367,coronary-artery,0.70679367
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,target-vessel,0.40494415,coronary-artery,0.65639186,coronary-artery,0.65639186
ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,vessel-revascularization,0.42294413,myocardial-infarction,0.7133014,myocardial-infarction,0.7133014
