Document,Phrase,MLVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,chondrocytes,0.21896526,matrix,0.53694165,feature-engineering,0.3476789
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,protective,0.2287128,boosting,0.50660264,boosting,0.50660264
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,effects,0.2624804,short-term,0.63497096,long-short-term,0.5306107
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,protective-effects,0.32767677,dimensionality-reduction,0.5807179,dimensionality-reduction,0.5807179
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,vivo,0.31561637,of,0.48691544,generative-model,0.4255858
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,studies,0.30135098,data,0.6349237,component-analysis,0.41327482
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,vivo-studies,0.38369304,data,0.49670026,feature-engineering,0.4581967
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,weeks,0.22652107,term,0.52859676,supervised,0.4119058
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,h,0.19856977,short-term,0.43919927,long-short-term,0.36116964
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,western,0.2369854,analysis,0.4211278,component-analysis,0.34579337
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,blotting,0.27866253,analysis,0.5003886,fourier-transform,0.39758992
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,western-blotting,0.30329487,analysis,0.48630443,fourier-transform,0.40190244
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,rights,0.3170033,adversarial,0.6281444,data-science,0.57488894
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,reserved,0.28677964,of,0.4776592,supervised,0.3944377
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,randomly,0.3220343,random,0.6551696,supervised,0.44383815
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,divided,0.31782648,one,0.5082367,classification,0.4014557
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,partially,0.20260045,fully,0.7885939,feature-reduction,0.4023255
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,regulated,0.24979803,encoding,0.5367844,feed-forward,0.4816816
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,main,0.3070703,principal,0.7875631,principal-components,0.51314574
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,methods,0.50049126,data,0.5400177,machine-learning,0.50049126
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,key,0.35973132,principal,0.614877,feature-engineering,0.498355
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,findings,0.35685748,data,0.65714294,component-analysis,0.38599753
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,key-findings,0.5931077,object-tracking,0.6275683,object-tracking,0.6275683
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,immunohistochemical,0.33600363,analysis,0.475901,embeddings,0.40712407
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,analysis,0.46507934,analysis,0.99999994,component-analysis,0.69613737
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,immunohistochemical-analysis,0.42580518,analysis,0.60065156,component-analysis,0.5584529
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,elsevier,0.26603332,science,0.59524655,data-science,0.53140587
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,inc,0.2706048,bag,0.52860194,bagging,0.41463643
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,broad,0.27333328,of,0.4837885,generative,0.4327035
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,range,0.23189357,linear,0.4532097,gradient,0.36315575
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,broad-range,0.3185445,of,0.43773806,gradient,0.40987515
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,apoptotic,0.25514302,cascade,0.43370223,feed-forward,0.35026777
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,caspase,0.2243264,cascade,0.44918996,feed-forward,0.3468899
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,apoptotic,0.25514302,cascade,0.43370223,feed-forward,0.35026777
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,bcl,0.22315072,long-short,0.3319453,nlp,0.32178164
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,protective,0.2287128,boosting,0.50660264,boosting,0.50660264
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,effect,0.21449387,short-term,0.5886732,long-short-term,0.47619703
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,protective-effect,0.31665024,dimensionality-reduction,0.5765328,dimensionality-reduction,0.5765328
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,inhibitory,0.23645243,feed-forward,0.48216188,feed-forward,0.48216188
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,effect,0.21449387,short-term,0.5886732,long-short-term,0.47619703
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,inhibitory-effect,0.38574862,feed-forward,0.5643095,feed-forward,0.5643095
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,dap,0.22795233,backpropagation,0.35100242,backpropagation,0.35100242
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,inhibits,0.17305002,of,0.43557078,feed-forward,0.37403423
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,dap,0.22795233,backpropagation,0.35100242,backpropagation,0.35100242
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,exerts,0.16802764,function,0.45056513,feed-forward,0.39651316
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,groups,0.2727722,statistical,0.4438421,statistical,0.4438421
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,oa,0.1941249,principal-components,0.3359616,principal-components,0.3359616
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,il,0.17175047,monte,0.3419046,monte,0.3419046
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,inflammatory,0.19824001,cascade,0.43951106,generative-model,0.38795525
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,chondrocytes,0.21896526,matrix,0.53694165,feature-engineering,0.3476789
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,effect,0.21449387,short-term,0.5886732,long-short-term,0.47619703
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,dap,0.22795233,backpropagation,0.35100242,backpropagation,0.35100242
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,studies,0.30135098,data,0.6349237,component-analysis,0.41327482
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,vitro,0.292481,of,0.48112682,generative,0.40355864
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,tumor,0.23345715,of,0.4070977,regression,0.3830863
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,treatment,0.239264,short-term,0.5206091,long-short-term,0.41699445
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,suppression,0.24727267,reduction,0.62000287,boosting,0.50863206
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,study,0.3645851,of,0.5728763,statistical,0.44204497
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,stimulates,0.19210768,of,0.45062223,boosting,0.4109764
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,significance,0.39249778,statistical,0.67423874,statistical,0.67423874
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,rabbits,0.19050285,artificial,0.3786502,one-shot,0.3284272
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,qrt,0.33531904,analysis,0.44826728,principal-component-analysis,0.42198378
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,published,0.42179614,data,0.6147139,data-science,0.54664624
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,provides,0.41792372,of,0.5261056,feature-engineering,0.4872959
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,prospects,0.40447006,engineering,0.60600424,data-engineering,0.57898223
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,production,0.266738,of,0.51767635,boosting,0.46983936
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,pro,0.2456424,data,0.39269125,computer-vision,0.33552143
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,pcr,0.34162766,analysis,0.4623741,logistic-regression,0.38891542
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,osteoarthritis,0.2692076,principal-components,0.34760445,principal-components,0.34760445
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,nf,0.24335094,nlp,0.37041497,nlp,0.37041497
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,neuro,0.24705967,confusion,0.48527092,confusion-matrix,0.33782724
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,mmps,0.28088403,matrix,0.66546273,confusion-matrix,0.48739702
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,mmp,0.2710026,matrix,0.6562914,confusion-matrix,0.4965623
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,mapk,0.2536896,cascade,0.59739983,feed-forward,0.45056283
